Guest_Name,Age,Room_Type,CheckIn_Date,CheckOut_Date,Booking_Channel,Total_Charges,Satisfaction_Score
luYz oliveira,74,Deluxe,2025-06-04,2025-06-16,Direto no Balcao,3325.209106384791,5.0
lucas silva,43,Standard,2025-06-04,2025-06-15,Site Oficial,1827.2406466916184,3.0
ferNanda SANTOS,58,Standard,2025-06-25,2025-07-04,Direto no Balcao,1326.7985963727178,4.0
julia pereira,52,Standard,2025-05-20,2025-05-28,Site Oficial,1272.4107543219893,
julia okawachi,80,Standard,2025-03-04,2025-03-11,Booking.com,1139.9665780644257,5.0
julia okawachi,42,Standard,2025-10-02,2025-10-03,Booking.com,179.75341476032995,4.0
ferNanda SANTOS,55,Standard,2025-05-30,2025-06-03,Site Oficial,650.4644978847915,2.0
carlos SANTOS,19,Standard,2025-11-29,2025-12-11,Site Oficial,1982.8167255472956,3.0
carlos pereira,24,Presidencial,2025-06-04,2025-06-11,Site Oficial,7505.225691383385,4.0
MARIA chiavini,51,Standard,2025-06-20,2025-07-01,Direto no Balcao,1494.4824771042508,5.0
lucas pereira,34,Standard,2025-08-04,2025-08-11,Site Oficial,-1114.8924810263538,2.0
julia oliveira,60,Standard,2025-12-23,2025-12-29,Booking.com,1071.8135176976746,4.0
julia okawachi,76,Deluxe,2025-05-01,2025-05-09,Booking.com,2348.6926240663643,4.0
lucas oliveira,68,Standard,2025-10-27,2025-11-07,Agencia,1777.5887286561863,4.0
pAulo silva,71,Standard,2025-02-18,2025-03-03,Site Oficial,2065.0998132537757,5.0
aNa ALVES,41,Deluxe,2025-03-25,2025-03-31,Direto no Balcao,1668.9123664674744,5.0
feliPe SANTOS,42,Standard,2025-11-27,2025-12-07,Direto no Balcao,1706.8352586582416,3.0
ferNanda ALVES,69,Standard,2025-05-25,2025-05-28,Direto no Balcao,-482.9485820763654,5.0
pAulo pereira,50,Standard,2025-02-15,2025-02-19,Agencia,715.2687145774757,3.0
ferNanda ALVES,66,Standard,2025-08-11,2025-08-25,Booking.com,2262.7216486752563,3.0
luYz silva,46,Standard,2025-02-05,2025-02-08,Direto no Balcao,416.5230147919017,3.0
ferNanda chiavini,80,Standard,2025-09-08,2025-09-09,Booking.com,174.5658357710134,2.0
feliPe oliveira,39,Suite,2025-03-28,2025-04-07,Agencia,4537.582816868571,3.0
joAo silva,43,Deluxe,2025-07-26,2025-07-31,Site Oficial,1215.4103940309155,2.0
ferNanda chiavini,45,Deluxe,2025-02-28,2025-03-01,Site Oficial,230.49243819153057,5.0
julia chiavini,66,Standard,2025-06-20,2025-06-21,Site Oficial,156.28253849449575,2.0
lucas oliveira,66,Suite,2025-04-21,2025-04-23,Direto no Balcao,797.4854168279817,5.0
joAo chiavini,37,Standard,2025-06-16,2025-06-29,Site Oficial,1979.3252401609568,1.0
aNa silva,80,Standard,2025-02-09,2025-02-13,Direto no Balcao,641.4885881466192,
lucas oliveira,78,Deluxe,2025-09-26,2025-10-02,Agencia,1617.3672743352136,5.0
julia pereira,66,Standard,2025-10-02,2025-10-10,Agencia,1108.0149429779744,1.0
julia ALVES,18,Standard,2025-01-09,2025-01-22,Direto no Balcao,2239.047700832919,5.0
ferNanda silva,30,Deluxe,2025-07-30,2025-08-02,Booking.com,866.538334036005,4.0
feliPe SANTOS,68,Suite,2025-07-15,2025-07-16,Site Oficial,391.9434462283377,5.0
aNa SANTOS,73,Standard,2025-01-09,2025-01-12,Site Oficial,441.1642211068417,4.0
joAo oliveira,79,Deluxe,2025-02-16,2025-02-28,Site Oficial,2703.4758389229205,4.0
julia oliveira,49,Presidencial,2025-11-03,2025-11-06,Direto no Balcao,3536.2139967063363,5.0
carlos costa,47,Standard,2025-06-30,2025-07-05,Agencia,762.9082175980808,4.0
pAulo oliveira,46,Standard,2025-04-17,2025-04-28,Site Oficial,1661.804803133221,1.0
luYz oliveira,66,Standard,2025-04-30,2025-05-12,Agencia,1744.795924191908,5.0
pAulo pereira,62,Standard,2025-01-03,2025-01-15,Site Oficial,2048.916682723047,4.0
lucas ALVES,47,Standard,2025-11-13,2025-11-17,Site Oficial,684.2313620327013,4.0
pAulo oliveira,33,Suite,2025-05-03,2025-05-16,Direto no Balcao,5187.885337843084,1.0
feliPe oliveira,57,Deluxe,2025-03-05,2025-03-09,Booking.com,1135.6995084273692,4.0
pAulo okawachi,36,Deluxe,2025-10-26,2025-11-04,Direto no Balcao,2222.8873610572405,
lucas pereira,35,Standard,2025-03-18,2025-03-25,Site Oficial,1099.5436472042231,3.0
luYz ALVES,18,Suite,2025-06-11,2025-06-15,Site Oficial,1608.4086289137917,4.0
ferNanda ALVES,64,Presidencial,2025-07-31,2025-08-03,Booking.com,3223.3498692244793,5.0
ferNanda okawachi,83,Suite,2025-10-25,2025-10-31,Agencia,2481.3639253682554,5.0
lucas ALVES,55,Standard,2025-12-01,2025-12-04,Agencia,405.36879867553625,4.0
julia ALVES,68,Deluxe,2025-01-08,2025-01-14,Site Oficial,1761.6621887430863,3.0
MARIA pereira,80,Standard,2025-06-08,2025-06-19,Agencia,1979.0099047679278,
pAulo silva,21,Standard,2025-06-15,2025-06-28,Site Oficial,2110.638238247506,5.0
MARIA ALVES,18,Standard,2025-10-21,2025-11-01,Booking.com,1954.8523344463147,2.0
ferNanda SANTOS,25,Deluxe,2025-02-15,2025-02-28,Booking.com,2998.5313410650374,2.0
feliPe costa,46,Deluxe,2025-05-18,2025-05-31,Site Oficial,3117.6688323854355,4.0
julia costa,72,Standard,2025-12-06,2025-12-18,Booking.com,-1741.3081685855204,3.0
joAo oliveira,20,Standard,2025-01-19,2025-01-28,Direto no Balcao,1264.5091924516544,3.0
joAo oliveira,49,Standard,2025-07-14,2025-07-20,Direto no Balcao,1073.76403481709,5.0
lucas chiavini,27,Standard,2025-11-29,2025-12-11,Booking.com,2078.2308109481687,2.0
carlos pereira,51,Standard,2025-02-28,2025-03-04,Site Oficial,552.0773840544144,5.0
lucas okawachi,72,Standard,2025-11-04,2025-11-09,Site Oficial,707.3237894709906,3.0
joAo pereira,49,Deluxe,2025-03-04,2025-03-17,Booking.com,3514.587960157815,5.0
pAulo okawachi,67,Standard,2025-11-15,2025-11-21,Agencia,859.160780709318,5.0
julia ALVES,24,Standard,2025-03-10,2025-03-21,Direto no Balcao,1843.0349057607702,1.0
pAulo silva,25,Standard,2025-10-08,2025-10-11,Agencia,440.6837999826023,4.0
lucas oliveira,82,Suite,2025-08-04,2025-08-12,Site Oficial,2957.7896920591043,2.0
ferNanda chiavini,74,Deluxe,2025-07-22,2025-07-26,Site Oficial,930.3868396629425,5.0
julia ALVES,84,Deluxe,2025-07-13,2025-07-21,Agencia,2223.4901876053527,5.0
joAo chiavini,76,Standard,2025-05-08,2025-05-18,Booking.com,1420.689333579802,4.0
luYz okawachi,71,Deluxe,2025-06-09,2025-06-19,Agencia,2576.1445119724913,4.0
lucas SANTOS,84,Standard,2025-11-09,2025-11-12,Agencia,467.778302466774,3.0
lucas silva,68,Deluxe,2025-01-02,2025-01-12,Direto no Balcao,2736.275749724353,5.0
feliPe okawachi,25,Suite,2025-08-01,2025-08-08,Direto no Balcao,2542.474701582922,4.0
pAulo ALVES,51,Deluxe,2025-06-13,2025-06-24,Agencia,2664.9630472909,3.0
julia okawachi,52,Suite,2025-01-23,2025-02-05,Agencia,4954.859720444381,4.0
julia costa,49,Deluxe,2025-11-16,2025-11-28,Site Oficial,3501.426967926197,2.0
julia SANTOS,63,Standard,2025-01-29,2025-02-07,Direto no Balcao,1535.6011841844274,5.0
MARIA chiavini,33,Suite,2025-10-03,2025-10-07,Direto no Balcao,1566.8199320039885,1.0
julia ALVES,54,Standard,2025-01-01,2025-01-09,Site Oficial,1358.5094098000511,4.0
feliPe oliveira,71,Deluxe,2025-11-03,2025-11-06,Booking.com,856.7183225262389,3.0
MARIA SANTOS,31,Standard,2025-04-29,2025-05-06,Direto no Balcao,1064.4218661934449,3.0
joAo okawachi,72,Standard,2025-09-26,2025-09-29,Direto no Balcao,415.10436571293974,4.0
luYz ALVES,65,Standard,2025-05-06,2025-05-18,Booking.com,2139.7897847642407,
feliPe SANTOS,24,Standard,2025-04-12,2025-04-19,Direto no Balcao,965.0642713816881,5.0
pAulo costa,24,Standard,2025-02-17,2025-03-03,Direto no Balcao,1897.322823513971,3.0
MARIA costa,50,Deluxe,2025-02-03,2025-02-14,Booking.com,3151.991807001762,3.0
ferNanda okawachi,40,Standard,2025-12-12,2025-12-22,Booking.com,1635.307684503502,5.0
pAulo chiavini,36,Standard,2025-10-14,2025-10-24,Agencia,1582.2108127349354,4.0
pAulo pereira,36,Deluxe,2025-02-24,2025-03-07,Site Oficial,3053.742114971416,2.0
luYz silva,53,Standard,2025-01-10,2025-01-21,Site Oficial,1673.9924374597174,5.0
aNa costa,46,Deluxe,2025-09-23,2025-09-29,Booking.com,1766.4379998922159,5.0
carlos silva,77,Deluxe,2025-03-15,2025-03-17,Booking.com,548.0832233142436,
feliPe silva,19,Suite,2025-12-04,2025-12-15,Direto no Balcao,4758.972261467345,
pAulo costa,18,Deluxe,2025-06-25,2025-06-28,Agencia,711.4246704519213,5.0
feliPe pereira,64,Standard,2025-03-29,2025-04-04,Agencia,839.3925162498517,2.0
luYz SANTOS,37,Deluxe,2025-06-19,2025-07-03,Booking.com,3730.481386050334,2.0
aNa ALVES,28,Standard,2025-10-27,2025-10-31,Direto no Balcao,631.9835660682679,4.0
julia costa,19,Standard,2025-09-17,2025-09-23,Direto no Balcao,970.3274016558099,4.0
lucas silva,84,Deluxe,2025-10-04,2025-10-05,Site Oficial,264.82054285626003,4.0
carlos oliveira,29,Standard,2025-12-12,2025-12-22,Site Oficial,1528.023068043038,4.0
luYz okawachi,37,Deluxe,2025-11-27,2025-12-09,Direto no Balcao,3124.844976308547,4.0
aNa pereira,22,Suite,2025-02-16,2025-02-17,Site Oficial,475.07528658206184,4.0
joAo okawachi,54,Suite,2025-08-04,2025-08-07,Booking.com,1244.3773391523962,1.0
luYz silva,55,Suite,2025-01-23,2025-01-31,Direto no Balcao,3465.721585150461,3.0
ferNanda pereira,26,Standard,2025-04-14,2025-04-22,Site Oficial,1115.5535482544608,4.0
lucas ALVES,70,Standard,2025-04-12,2025-04-23,Agencia,1735.7936566596563,5.0
MARIA SANTOS,61,Deluxe,2025-11-23,2025-11-27,Direto no Balcao,1003.5728040323675,3.0
julia okawachi,41,Standard,2025-11-20,2025-11-26,Direto no Balcao,810.4555309073081,4.0
aNa costa,47,Deluxe,2025-06-03,2025-06-11,Agencia,2362.0574859691856,5.0
feliPe oliveira,76,Deluxe,2025-04-17,2025-04-24,Booking.com,1791.9987391223299,4.0
joAo oliveira,31,Deluxe,2025-01-29,2025-02-09,Agencia,2989.06339054415,1.0
julia silva,26,Standard,2025-08-29,2025-09-05,Direto no Balcao,1130.1190307902782,4.0
carlos SANTOS,57,Standard,2025-12-01,2025-12-14,Booking.com,2210.2422775631653,3.0
joAo okawachi,83,Standard,2025-10-11,2025-10-15,Site Oficial,613.9899109159732,
carlos chiavini,42,Standard,2025-05-24,2025-06-02,Site Oficial,1557.1399968743829,2.0
joAo oliveira,39,Suite,2025-02-06,2025-02-18,Site Oficial,4623.415071527137,5.0
julia pereira,21,Standard,2025-04-15,2025-04-25,Direto no Balcao,1361.316914878861,2.0
aNa silva,43,Standard,2025-09-06,2025-09-12,Agencia,917.5314576666095,4.0
julia chiavini,75,Standard,2025-08-01,2025-08-15,Booking.com,2115.8224750809554,4.0
aNa silva,46,Deluxe,2025-02-10,2025-02-22,Site Oficial,2869.830998981332,3.0
MARIA chiavini,54,Deluxe,2025-08-26,2025-09-06,Booking.com,3048.5297125952025,4.0
lucas okawachi,35,Standard,2025-11-05,2025-11-08,Direto no Balcao,444.58328129933693,3.0
lucas ALVES,59,Standard,2025-11-10,2025-11-15,Site Oficial,826.2709321665499,3.0
joAo okawachi,58,Standard,2025-02-23,2025-02-28,Direto no Balcao,844.0668877490766,4.0
ferNanda chiavini,55,Standard,2025-01-03,2025-01-17,Agencia,2213.525338576402,3.0
ferNanda oliveira,51,Deluxe,2025-11-14,2025-11-19,Direto no Balcao,1234.1156862398725,5.0
julia chiavini,34,Deluxe,2025-12-05,2025-12-13,Direto no Balcao,2125.4036768851242,4.0
lucas chiavini,54,Standard,2025-10-03,2025-10-12,Agencia,1554.726062352149,4.0
ferNanda costa,42,Standard,2025-05-28,2025-06-10,Booking.com,1992.100612325371,1.0
pAulo pereira,44,Presidencial,2025-04-28,2025-05-07,Agencia,9666.050827506308,4.0
pAulo ALVES,74,Standard,2025-09-09,2025-09-22,Agencia,1841.7221830946348,5.0
ferNanda chiavini,48,Deluxe,2025-01-28,2025-02-03,Direto no Balcao,1603.446219853553,3.0
luYz silva,23,Standard,2025-11-14,2025-11-20,Booking.com,1067.8419544021976,5.0
MARIA SANTOS,57,Standard,2025-11-23,2025-12-02,Site Oficial,1372.253189481086,3.0
luYz pereira,29,Standard,2025-07-07,2025-07-11,Agencia,558.2823226085899,5.0
joAo okawachi,70,Deluxe,2025-06-27,2025-07-03,Booking.com,1385.3092388725752,2.0
ferNanda chiavini,27,Presidencial,2025-02-07,2025-02-11,Agencia,4733.293139256554,5.0
luYz silva,62,Standard,2025-10-23,2025-11-03,Agencia,1734.627956869368,4.0
joAo pereira,34,Standard,2025-10-06,2025-10-07,Agencia,160.73477153119285,3.0
joAo costa,43,Standard,2025-04-13,2025-04-20,Agencia,1002.9971310739951,3.0
ferNanda oliveira,79,Standard,2025-06-11,2025-06-25,Direto no Balcao,2254.011533488214,4.0
ferNanda oliveira,63,Standard,2025-11-01,2025-11-11,Booking.com,1748.0363163282148,
feliPe chiavini,81,Standard,2025-10-08,2025-10-19,Booking.com,1555.7750003882527,3.0
pAulo SANTOS,19,Deluxe,2025-01-31,2025-02-12,Booking.com,3459.927860178706,2.0
ferNanda pereira,71,Standard,2025-03-21,2025-03-27,Agencia,984.6885125358012,4.0
feliPe okawachi,82,Standard,2025-01-06,2025-01-15,Direto no Balcao,1608.3199581445604,4.0
aNa SANTOS,68,Suite,2025-07-01,2025-07-08,Agencia,2779.7823884619993,4.0
julia SANTOS,70,Standard,2025-08-30,2025-09-12,Agencia,2174.6475456432318,5.0
ferNanda oliveira,53,Presidencial,2025-07-31,2025-08-07,Booking.com,-6447.516391340519,3.0
MARIA SANTOS,43,Standard,2025-01-20,2025-01-22,Agencia,346.1702831698523,
lucas silva,46,Suite,2025-12-22,2026-01-03,Site Oficial,4549.58253534234,4.0
pAulo SANTOS,38,Deluxe,2026-01-01,2026-01-12,Agencia,3195.3614008873083,2.0
feliPe silva,28,Suite,2025-04-11,2025-04-20,Site Oficial,4105.640241709199,5.0
MARIA silva,57,Presidencial,2025-08-02,2025-08-12,Agencia,9753.975782479041,4.0
ferNanda chiavini,28,Standard,2025-08-12,2025-08-21,Direto no Balcao,-1333.6392533913338,3.0
carlos chiavini,53,Presidencial,2025-05-13,2025-05-19,Direto no Balcao,5639.12699974902,4.0
pAulo chiavini,76,Standard,2025-06-16,2025-06-29,Booking.com,2029.343486547937,3.0
ferNanda oliveira,56,Standard,2025-09-25,2025-09-28,Agencia,431.7033283546365,4.0
julia ALVES,71,Standard,2025-05-24,2025-05-25,Site Oficial,160.35186296140722,5.0
lucas oliveira,72,Deluxe,2025-04-27,2025-05-01,Site Oficial,1151.3226152769907,2.0
carlos silva,41,Standard,2025-02-07,2025-02-21,Agencia,2509.01929593217,4.0
feliPe chiavini,39,Deluxe,2025-03-13,2025-03-27,Site Oficial,3840.1581266058047,5.0
joAo ALVES,73,Deluxe,2025-10-10,2025-10-13,Direto no Balcao,684.17712797141,
joAo oliveira,50,Deluxe,2025-08-22,2025-09-05,Site Oficial,3577.629868717748,4.0
carlos okawachi,53,Suite,2025-02-12,2025-02-24,Booking.com,4416.085953105952,4.0
lucas okawachi,37,Standard,2025-01-25,2025-01-26,Direto no Balcao,156.8954479899923,4.0
julia okawachi,79,Standard,2025-03-09,2025-03-12,Direto no Balcao,531.7418043067196,
julia SANTOS,43,Standard,2025-12-12,2025-12-26,Direto no Balcao,2007.336267666833,5.0
feliPe oliveira,83,Standard,2025-04-11,2025-04-25,Agencia,-2274.059529931071,3.0
lucas pereira,57,Standard,2025-11-07,2025-11-11,Agencia,603.0426951177998,4.0
carlos chiavini,34,Standard,2025-11-10,2025-11-23,Direto no Balcao,1793.5781457681405,4.0
aNa costa,18,Standard,2025-08-06,2025-08-19,Agencia,1795.6088452804327,5.0
feliPe oliveira,78,Presidencial,2025-10-14,2025-10-28,Site Oficial,16141.334081884277,4.0
lucas chiavini,60,Deluxe,2025-12-19,2025-12-27,Agencia,1991.1214167188612,5.0
feliPe silva,59,Standard,2025-11-08,2025-11-17,Agencia,1399.9484155508187,
pAulo pereira,42,Deluxe,2025-09-29,2025-10-02,Direto no Balcao,678.345811980164,2.0
ferNanda ALVES,56,Standard,2025-07-20,2025-07-26,Booking.com,840.2706753210739,3.0
pAulo costa,52,Standard,2025-05-01,2025-05-11,Booking.com,1435.9783174210165,4.0
feliPe chiavini,20,Deluxe,2025-03-26,2025-04-06,Booking.com,2623.1168343688614,3.0
joAo silva,61,Standard,2025-05-14,2025-05-19,Site Oficial,872.7007588380022,1.0
ferNanda okawachi,68,Standard,2025-10-27,2025-11-02,Agencia,1067.36750113888,2.0
feliPe ALVES,29,Presidencial,2025-05-05,2025-05-09,Booking.com,3937.7024811525503,5.0
carlos SANTOS,36,Suite,2025-01-23,2025-02-02,Direto no Balcao,4688.046748509302,5.0
carlos okawachi,61,Deluxe,2025-09-14,2025-09-20,Booking.com,1569.2877765195385,4.0
aNa ALVES,76,Deluxe,2025-02-03,2025-02-10,Booking.com,1688.0367630917399,4.0
pAulo pereira,66,Deluxe,2025-05-09,2025-05-18,Agencia,2215.3783835174327,3.0
joAo SANTOS,78,Standard,2025-05-17,2025-05-27,Agencia,1389.1369061038247,5.0
aNa oliveira,34,Standard,2025-09-18,2025-09-25,Agencia,1251.5308310677417,5.0
joAo oliveira,74,Standard,2025-06-15,2025-06-21,Site Oficial,909.7194965845672,4.0
carlos costa,72,Standard,2025-08-05,2025-08-06,Site Oficial,172.1358418677284,3.0
lucas okawachi,64,Deluxe,2025-12-17,2025-12-19,Booking.com,517.537693138316,2.0
ferNanda ALVES,29,Standard,2025-03-05,2025-03-06,Agencia,173.37521834995687,2.0
feliPe oliveira,79,Presidencial,2025-08-10,2025-08-19,Booking.com,9012.11359644304,4.0
ferNanda chiavini,25,Suite,2025-05-18,2025-05-28,Direto no Balcao,4239.822965125945,5.0
aNa oliveira,38,Deluxe,2025-01-03,2025-01-13,Direto no Balcao,2638.958905723985,5.0
aNa chiavini,42,Deluxe,2025-05-15,2025-05-24,Agencia,2204.973678764487,4.0
julia costa,29,Suite,2025-08-28,2025-09-04,Agencia,2900.9044962065213,5.0
ferNanda costa,32,Standard,2025-07-04,2025-07-17,Direto no Balcao,2254.1673226132066,
luYz ALVES,76,Deluxe,2025-09-21,2025-09-23,Agencia,485.9150835742666,3.0
luYz costa,43,Standard,2025-12-01,2025-12-07,Site Oficial,993.7748433957498,4.0
luYz ALVES,43,Deluxe,2025-03-12,2025-03-23,Site Oficial,3230.643193797854,
aNa okawachi,64,Standard,2025-12-30,2026-01-03,Agencia,604.7767012084441,3.0
luYz okawachi,49,Suite,2025-05-15,2025-05-16,Direto no Balcao,383.95671184466954,
ferNanda costa,27,Suite,2025-02-04,2025-02-05,Booking.com,380.7118639749774,
MARIA okawachi,33,Standard,2025-12-22,2026-01-03,Agencia,2078.569143783423,5.0
luYz oliveira,34,Standard,2025-11-28,2025-12-03,Agencia,872.1710416075064,5.0
aNa SANTOS,40,Presidencial,2025-04-03,2025-04-15,Booking.com,12891.366057006895,5.0
aNa chiavini,43,Standard,2025-12-13,2025-12-15,Agencia,350.58879627336177,5.0
MARIA ALVES,24,Suite,2025-01-10,2025-01-14,Booking.com,1895.081266733052,3.0
pAulo oliveira,2,Deluxe,2025-11-04,2025-11-05,Direto no Balcao,299.4867066513561,2.0
julia ALVES,24,Standard,2025-07-26,2025-07-30,Site Oficial,717.8337393554157,3.0
feliPe costa,26,Standard,2025-02-22,2025-03-05,Direto no Balcao,1747.3723303845331,5.0
feliPe chiavini,65,Standard,2025-09-04,2025-09-10,Site Oficial,942.5738028913803,2.0
feliPe pereira,76,Deluxe,2025-03-01,2025-03-11,Booking.com,2807.453722900098,1.0
ferNanda ALVES,56,Standard,2025-03-20,2025-03-24,Site Oficial,682.5628292990928,2.0
aNa ALVES,35,Deluxe,2025-01-10,2025-01-11,Direto no Balcao,274.16568962908264,5.0
lucas SANTOS,76,Standard,2025-12-22,2025-12-29,Site Oficial,1023.4498257143764,
feliPe costa,34,Deluxe,2025-08-17,2025-08-31,Booking.com,3314.9577399860823,
carlos pereira,31,Suite,2025-02-11,2025-02-13,Site Oficial,787.7674689674254,4.0
joAo ALVES,48,Presidencial,2025-09-04,2025-09-13,Agencia,9610.17773605057,5.0
carlos oliveira,41,Standard,2025-07-18,2025-07-31,Direto no Balcao,1979.2113635055407,5.0
aNa pereira,77,Suite,2025-01-08,2025-01-11,Agencia,1393.1210903604988,4.0
aNa chiavini,62,Deluxe,2025-09-12,2025-09-20,Booking.com,2018.5509173090024,4.0
ferNanda ALVES,20,Deluxe,2025-01-24,2025-02-06,Site Oficial,-3312.1614792266914,2.0
aNa oliveira,54,Presidencial,2025-05-02,2025-05-10,Agencia,8044.816687812931,
feliPe SANTOS,60,Standard,2025-11-16,2025-11-19,Agencia,420.88444288270915,4.0
joAo okawachi,57,Standard,2025-04-03,2025-04-07,Site Oficial,625.0790301427458,4.0
julia silva,72,Suite,2025-02-06,2025-02-08,Site Oficial,853.312793764057,5.0
pAulo costa,56,Standard,2025-10-25,2025-10-29,Direto no Balcao,597.4467379086024,3.0
ferNanda oliveira,32,Suite,2025-09-27,2025-10-08,Agencia,4974.940182857597,3.0
joAo SANTOS,21,Suite,2025-02-13,2025-02-24,Agencia,4775.040744949054,4.0
MARIA ALVES,42,Standard,2025-10-16,2025-10-27,Booking.com,1495.0799485019907,1.0
carlos costa,30,Suite,2025-10-23,2025-11-06,Direto no Balcao,5905.307233232882,5.0
MARIA ALVES,50,Standard,2025-07-18,2025-07-27,Booking.com,1530.509193405272,4.0
luYz pereira,33,Deluxe,2025-07-16,2025-07-18,Agencia,472.7052079877246,4.0
MARIA silva,59,Deluxe,2025-09-26,2025-10-08,Booking.com,3514.201806674388,4.0
lucas ALVES,83,Suite,2025-09-20,2025-10-02,Agencia,5340.011541101861,4.0
julia chiavini,72,Standard,2025-06-03,2025-06-16,Agencia,1989.342076115491,4.0
luYz costa,59,Standard,2025-04-15,2025-04-18,Booking.com,519.8776757180019,5.0
aNa SANTOS,51,Deluxe,2025-08-18,2025-08-29,Booking.com,2494.2619226434294,5.0
aNa costa,47,Deluxe,2025-06-11,2025-06-22,Site Oficial,2723.0061198409567,5.0
aNa SANTOS,30,Deluxe,2025-10-06,2025-10-10,Site Oficial,1198.769717830411,5.0
carlos SANTOS,30,Standard,2025-09-04,2025-09-09,Site Oficial,891.7893298468912,3.0
aNa pereira,35,Standard,2025-02-11,2025-02-12,Agencia,165.48008737838353,4.0
julia costa,49,Standard,2025-09-26,2025-10-03,Booking.com,1049.314955255835,
joAo ALVES,56,Suite,2025-11-27,2025-12-11,Direto no Balcao,5647.806798206918,4.0
joAo silva,63,Standard,2025-11-27,2025-12-07,Agencia,1402.268888097573,2.0
lucas chiavini,46,Standard,2025-02-12,2025-02-19,Direto no Balcao,1143.6891989024896,4.0
aNa okawachi,79,Presidencial,2025-06-11,2025-06-20,Booking.com,8248.497851255604,2.0
carlos SANTOS,79,Standard,2025-04-08,2025-04-12,Agencia,676.0207904509421,3.0
lucas costa,74,Presidencial,2025-09-21,2025-10-05,Direto no Balcao,15872.489566546106,
lucas costa,33,Deluxe,2025-06-24,2025-07-08,Direto no Balcao,3178.522072471205,4.0
pAulo SANTOS,73,Suite,2025-09-19,2025-09-25,Site Oficial,2262.69240587276,3.0
luYz ALVES,27,Standard,2025-05-29,2025-06-09,Site Oficial,1672.608451366495,
luYz oliveira,47,Standard,2025-06-04,2025-06-06,Site Oficial,288.0840143922324,
ferNanda silva,42,Deluxe,2025-09-26,2025-10-08,Agencia,2904.6102841962993,4.0
lucas ALVES,22,Suite,2025-12-01,2025-12-13,Booking.com,5720.49231728604,3.0
ferNanda pereira,82,Deluxe,2025-12-12,2025-12-26,Booking.com,3880.561784351478,5.0
pAulo pereira,66,Standard,2025-06-22,2025-06-26,Site Oficial,587.4646053448314,5.0
carlos ALVES,20,Deluxe,2025-08-03,2025-08-05,Site Oficial,531.8117786149376,5.0
feliPe pereira,62,Deluxe,2025-09-27,2025-10-07,Site Oficial,2848.0406798744657,5.0
carlos chiavini,31,Deluxe,2025-11-30,2025-12-05,Direto no Balcao,1427.3593529506284,5.0
julia okawachi,47,Deluxe,2025-10-13,2025-10-20,Site Oficial,-1913.4730289577722,3.0
luYz pereira,150,Suite,2025-03-29,2025-04-11,Direto no Balcao,5507.439608534473,5.0
feliPe silva,79,Deluxe,2025-12-18,2025-12-19,Booking.com,284.8549979107969,3.0
julia SANTOS,54,Standard,2025-04-09,2025-04-19,Agencia,1507.3214527249902,5.0
MARIA chiavini,42,Standard,2025-01-05,2025-01-15,Agencia,1534.3342534615551,4.0
carlos chiavini,65,Standard,2025-08-20,2025-08-27,Agencia,991.6220190811638,2.0
aNa silva,82,Standard,2025-08-13,2025-08-23,Agencia,1696.0669664805646,4.0
feliPe oliveira,70,Standard,2025-08-16,2025-08-29,Direto no Balcao,1786.3293183054454,3.0
joAo silva,32,Standard,2025-02-09,2025-02-15,Direto no Balcao,845.5243995497008,3.0
ferNanda SANTOS,66,Standard,2025-07-15,2025-07-21,Site Oficial,870.9105234685181,4.0
lucas okawachi,29,Standard,2025-10-26,2025-11-07,Direto no Balcao,1776.3869583425612,3.0
julia oliveira,76,Suite,2025-07-11,2025-07-19,Site Oficial,3734.069238955029,5.0
lucas oliveira,54,Suite,2025-01-18,2025-01-26,Site Oficial,2927.516157199566,2.0
julia costa,78,Standard,2025-05-19,2025-05-25,Agencia,887.1211618848415,5.0
ferNanda costa,60,Presidencial,2025-03-16,2025-03-19,Direto no Balcao,3454.929065985894,5.0
ferNanda oliveira,56,Deluxe,2025-11-15,2025-11-20,Direto no Balcao,1195.3491354761436,5.0
aNa costa,73,Standard,2025-10-24,2025-10-26,Site Oficial,313.225517616933,4.0
joAo ALVES,80,Standard,2025-12-30,2026-01-13,Site Oficial,1946.9171712100126,
MARIA pereira,63,Deluxe,2025-05-10,2025-05-15,Booking.com,1127.3117489611961,3.0
joAo ALVES,28,Deluxe,2025-05-14,2025-05-28,Booking.com,3302.4772889345627,1.0
joAo chiavini,79,Deluxe,2025-08-19,2025-08-28,Site Oficial,2230.775986526378,4.0
MARIA pereira,42,Standard,2025-06-22,2025-07-02,Booking.com,1642.2660829266,1.0
joAo silva,69,Standard,2025-02-10,2025-02-11,Booking.com,164.27470781448147,
carlos oliveira,21,Standard,2025-09-07,2025-09-17,Site Oficial,1720.8635488420896,3.0
pAulo costa,76,Standard,2025-03-03,2025-03-08,Site Oficial,702.6251246170594,5.0
ferNanda chiavini,37,Standard,2025-01-12,2025-01-24,Direto no Balcao,1641.8325044899452,5.0
carlos silva,80,Standard,2025-01-30,2025-02-05,Site Oficial,928.8639592184737,3.0
carlos ALVES,71,Suite,2025-07-16,2025-07-30,Site Oficial,5988.32291716703,4.0
feliPe silva,74,Suite,2025-12-14,2025-12-25,Agencia,4283.991740050422,1.0
lucas chiavini,58,Standard,2025-01-04,2025-01-11,Direto no Balcao,998.5822240148302,4.0
